Longitude,Latitude,Pixel,Scan
223.554111,-89.3029546,3400,12700
223.625206,-89.3029567,3500,12700
223.696312,-89.3029578,3600,12700
223.767429,-89.3029577,3700,12700
223.838556,-89.3029566,3800,12700
223.909695,-89.3029544,3900,12700
223.980843,-89.3029511,4000,12700
224.052002,-89.3029467,4100,12700
224.12317,-89.3029413,4200,12700
224.194348,-89.3029348,4300,12700
224.265536,-89.3029272,4400,12700
224.336733,-89.3029185,4500,12700
224.407938,-89.3029088,4600,12700
224.479153,-89.3028979,4700,12700
224.550376,-89.302886,4800,12700
224.621608,-89.302873,4900,12700
224.692847,-89.3028589,5000,12700
224.764095,-89.3028437,5100,12700
224.83535,-89.3028275,5200,12700
224.906613,-89.3028102,5300,12700
224.977882,-89.3027918,5400,12700
225.049159,-89.3027722,5500,12700
225.120443,-89.3027517,5600,12700
225.191733,-89.30273,5700,12700
225.26303,-89.3027072,5800,12700
225.334333,-89.3026834,5900,12700
225.405642,-89.3026585,6000,12700
225.476956,-89.3026325,6100,12700
225.548276,-89.3026053,6200,12700
225.619602,-89.3025772,6300,12700
225.690932,-89.3025479,6400,12700
225.762267,-89.3025175,6500,12700
225.833607,-89.3024861,6600,12700
225.904951,-89.3024535,6700,12700
225.976299,-89.3024199,6800,12700
226.047651,-89.3023852,6900,12700
226.119007,-89.3023494,7000,12700
226.190367,-89.3023125,7100,12700
226.26173,-89.3022745,7200,12700
226.333095,-89.3022354,7300,12700
226.404464,-89.3021952,7400,12700
226.475835,-89.3021539,7500,12700
226.547209,-89.3021116,7600,12700
226.618585,-89.3020681,7700,12700
226.689963,-89.3020236,7800,12700
226.761342,-89.301978,7900,12700
226.832723,-89.3019312,8000,12700
226.904106,-89.3018834,8100,12700
226.975489,-89.3018345,8200,12700
227.046873,-89.3017845,8300,12700
227.118258,-89.3017334,8400,12700
227.189644,-89.3016812,8500,12700
227.261029,-89.3016279,8600,12700
227.332414,-89.3015735,8700,12700
227.4038,-89.301518,8800,12700
227.475184,-89.3014614,8900,12700
227.546568,-89.3014038,9000,12700
227.617952,-89.301345,9100,12700
227.689333,-89.3012851,9200,12700
227.760714,-89.3012242,9300,12700
227.832093,-89.3011621,9400,12700
227.90347,-89.301099,9500,12700
227.974845,-89.3010347,9600,12700
228.046218,-89.3009694,9700,12700
228.117589,-89.3009029,9800,12700
228.188957,-89.3008354,9900,12700
228.260321,-89.3007667,10000,12700
228.331683,-89.300697,10100,12700
228.403042,-89.3006262,10200,12700
228.474396,-89.3005542,10300,12700
228.545747,-89.3004812,10400,12700
228.617094,-89.3004071,10500,12700
228.688437,-89.3003318,10600,12700
228.759775,-89.3002555,10700,12700
228.831109,-89.3001781,10800,12700
228.902438,-89.3000995,10900,12700
228.973761,-89.3000199,11000,12700
229.045079,-89.2999392,11100,12700
229.116392,-89.2998574,11200,12700
229.187699,-89.2997744,11300,12700
229.259,-89.2996904,11400,12700
229.330294,-89.2996053,11500,12700
229.401583,-89.299519,11600,12700
229.472864,-89.2994317,11700,12700
229.544139,-89.2993433,11800,12700
229.615406,-89.2992538,11900,12700
229.685954,-89.299164,11999,12700
221.138129,-89.3030757,0,12800
221.208801,-89.3031142,100,12800
221.279491,-89.3031516,200,12800
221.350199,-89.3031879,300,12800
221.420925,-89.3032232,400,12800
221.491669,-89.3032574,500,12800
221.56243,-89.3032905,600,12800
221.633209,-89.3033226,700,12800
221.704005,-89.3033537,800,12800
221.774818,-89.3033836,900,12800
221.845648,-89.3034126,1000,12800
221.916494,-89.3034404,1100,12800
221.987357,-89.3034672,1200,12800
222.058236,-89.3034929,1300,12800
222.129131,-89.3035176,1400,12800
222.200041,-89.3035411,1500,12800
222.270967,-89.3035637,1600,12800
222.341908,-89.3035851,1700,12800
222.412864,-89.3036055,1800,12800
222.483835,-89.3036248,1900,12800
222.554821,-89.3036431,2000,12800
222.625821,-89.3036603,2100,12800
222.696836,-89.3036764,2200,12800
222.767864,-89.3036914,2300,12800
222.838906,-89.3037054,2400,12800
222.909962,-89.3037183,2500,12800
222.981031,-89.3037301,2600,12800
223.052113,-89.3037409,2700,12800
223.123208,-89.3037506,2800,12800
223.194316,-89.3037592,2900,12800
223.265436,-89.3037667,3000,12800
223.336569,-89.3037732,3100,12800
223.407714,-89.3037786,3200,12800
223.47887,-89.3037829,3300,12800
223.550038,-89.3037861,3400,12800
223.621218,-89.3037883,3500,12800
223.692409,-89.3037894,3600,12800
223.76361,-89.3037894,3700,12800
223.834823,-89.3037883,3800,12800
223.906046,-89.3037862,3900,12800
223.977279,-89.3037829,4000,12800
224.048523,-89.3037786,4100,12800
224.119776,-89.3037733,4200,12800
224.191039,-89.3037668,4300,12800
224.262311,-89.3037592,4400,12800
224.333593,-89.3037506,4500,12800
224.404884,-89.3037409,4600,12800
224.476183,-89.3037301,4700,12800
224.547491,-89.3037182,4800,12800
224.618808,-89.3037053,4900,12800
224.690133,-89.3036912,5000,12800
224.761465,-89.3036761,5100,12800
224.832805,-89.3036599,5200,12800
224.904153,-89.3036426,5300,12800
224.975508,-89.3036242,5400,12800
225.04687,-89.3036047,5500,12800
225.118239,-89.3035842,5600,12800
225.189614,-89.3035626,5700,12800
225.260996,-89.3035398,5800,12800
225.332384,-89.303516,5900,12800
225.403778,-89.3034911,6000,12800
225.475177,-89.3034651,6100,12800
225.546582,-89.3034381,6200,12800
225.617993,-89.3034099,6300,12800
225.689408,-89.3033806,6400,12800
225.760829,-89.3033503,6500,12800
225.832253,-89.3033189,6600,12800
225.903683,-89.3032863,6700,12800
225.975116,-89.3032527,6800,12800
226.046553,-89.303218,6900,12800
226.117995,-89.3031822,7000,12800
226.189439,-89.3031453,7100,12800
226.260887,-89.3031074,7200,12800
226.332338,-89.3030683,7300,12800
226.403792,-89.3030281,7400,12800
226.475248,-89.3029869,7500,12800
226.546707,-89.3029445,7600,12800
226.618168,-89.3029011,7700,12800
226.689631,-89.3028565,7800,12800
226.761096,-89.3028109,7900,12800
226.832562,-89.3027642,8000,12800
226.904029,-89.3027164,8100,12800
226.975498,-89.3026675,8200,12800
227.046967,-89.3026174,8300,12800
227.118437,-89.3025663,8400,12800
227.189907,-89.3025141,8500,12800
227.261378,-89.3024608,8600,12800
227.332848,-89.3024064,8700,12800
227.404318,-89.302351,8800,12800
227.475788,-89.3022944,8900,12800
227.547257,-89.3022367,9000,12800
227.618725,-89.3021779,9100,12800
227.690192,-89.302118,9200,12800
227.761657,-89.3020571,9300,12800
227.833121,-89.301995,9400,12800
227.904583,-89.3019318,9500,12800
227.976043,-89.3018675,9600,12800
228.047501,-89.3018022,9700,12800
228.118956,-89.3017357,9800,12800
228.190409,-89.3016681,9900,12800
228.261859,-89.3015995,10000,12800
228.333305,-89.3015297,10100,12800
228.404748,-89.3014589,10200,12800
228.476187,-89.3013869,10300,12800
228.547623,-89.3013138,10400,12800
228.619055,-89.3012397,10500,12800
228.690482,-89.3011644,10600,12800
228.761905,-89.301088,10700,12800
228.833323,-89.3010106,10800,12800
228.904736,-89.300932,10900,12800
228.976144,-89.3008524,11000,12800
229.047547,-89.3007716,11100,12800
229.118944,-89.3006897,11200,12800
229.190335,-89.3006068,11300,12800
229.26172,-89.3005227,11400,12800
229.333099,-89.3004375,11500,12800
229.404472,-89.3003513,11600,12800
229.475837,-89.3002639,11700,12800
229.547196,-89.3001754,11800,12800
229.618548,-89.3000858,11900,12800
229.689179,-89.2999961,11999,12800
221.131197,-89.3039043,0,12900
221.201952,-89.3039428,100,12900
221.272725,-89.3039803,200,12900
221.343517,-89.3040167,300,12900
221.414327,-89.3040521,400,12900
221.485154,-89.3040864,500,12900
221.556,-89.3041197,600,12900
221.626862,-89.3041519,700,12900
221.697742,-89.304183,800,12900
221.768639,-89.3042131,900,12900
221.839553,-89.3042421,1000,12900
221.910483,-89.30427,1100,12900
221.98143,-89.3042969,1200,12900
222.052393,-89.3043227,1300,12900
222.123372,-89.3043474,1400,12900
222.194367,-89.3043711,1500,12900
222.265377,-89.3043937,1600,12900
222.336402,-89.3044152,1700,12900
222.407443,-89.3044357,1800,12900
222.478498,-89.3044551,1900,12900
222.549568,-89.3044734,2000,12900
222.620653,-89.3044907,2100,12900
222.691752,-89.3045069,2200,12900
222.762865,-89.304522,2300,12900
222.833991,-89.3045361,2400,12900
222.905132,-89.304549,2500,12900
222.976285,-89.3045609,2600,12900
223.047452,-89.3045718,2700,12900
223.118632,-89.3045815,2800,12900
223.189824,-89.3045902,2900,12900
223.26103,-89.3045978,3000,12900
223.332247,-89.3046043,3100,12900
223.403476,-89.3046098,3200,12900
223.474718,-89.3046142,3300,12900
223.545971,-89.3046175,3400,12900
223.617235,-89.3046197,3500,12900
223.688511,-89.3046208,3600,12900
223.759797,-89.3046209,3700,12900
223.831095,-89.3046199,3800,12900
223.902403,-89.3046178,3900,12900
223.973721,-89.3046146,4000,12900
224.04505,-89.3046104,4100,12900
224.116388,-89.304605,4200,12900
224.187736,-89.3045986,4300,12900
224.259094,-89.3045911,4400,12900
224.330461,-89.3045825,4500,12900
224.401836,-89.3045729,4600,12900
224.473221,-89.3045621,4700,12900
224.544614,-89.3045503,4800,12900
224.616016,-89.3045374,4900,12900
224.687426,-89.3045234,5000,12900
224.758843,-89.3045083,5100,12900
224.830269,-89.3044921,5200,12900
224.901702,-89.3044749,5300,12900
224.973142,-89.3044565,5400,12900
225.044589,-89.3044371,5500,12900
225.116043,-89.3044166,5600,12900
225.187504,-89.304395,5700,12900
225.258971,-89.3043723,5800,12900
225.330444,-89.3043485,5900,12900
225.401924,-89.3043236,6000,12900
225.473408,-89.3042976,6100,12900
225.544899,-89.3042706,6200,12900
225.616395,-89.3042425,6300,12900
225.687895,-89.3042132,6400,12900
225.759401,-89.3041829,6500,12900
225.830911,-89.3041515,6600,12900
225.902426,-89.304119,6700,12900
225.973944,-89.3040854,6800,12900
226.045467,-89.3040507,6900,12900
226.116994,-89.3040149,7000,12900
226.188523,-89.3039781,7100,12900
226.260057,-89.3039401,7200,12900
226.331593,-89.303901,7300,12900
226.403132,-89.3038609,7400,12900
226.474674,-89.3038196,7500,12900
226.546218,-89.3037773,7600,12900
226.617764,-89.3037338,7700,12900
226.689312,-89.3036893,7800,12900
226.760862,-89.3036437,7900,12900
226.832414,-89.303597,8000,12900
226.903966,-89.3035492,8100,12900
226.97552,-89.3035002,8200,12900
227.047075,-89.3034502,8300,12900
227.11863,-89.3033991,8400,12900
227.190185,-89.3033469,8500,12900
227.261741,-89.3032936,8600,12900
227.333297,-89.3032392,8700,12900
227.404852,-89.3031837,8800,12900
227.476407,-89.3031271,8900,12900
227.547961,-89.3030694,9000,12900
227.619514,-89.3030106,9100,12900
227.691066,-89.3029507,9200,12900
227.762617,-89.3028898,9300,12900
227.834166,-89.3028277,9400,12900
227.905713,-89.3027645,9500,12900
227.977258,-89.3027002,9600,12900
228.048801,-89.3026348,9700,12900
228.120341,-89.3025683,9800,12900
228.191878,-89.3025007,9900,12900
228.263413,-89.3024321,10000,12900
228.334944,-89.3023623,10100,12900
228.406472,-89.3022914,10200,12900
228.477996,-89.3022194,10300,12900
228.549517,-89.3021463,10400,12900
228.621033,-89.3020721,10500,12900
228.692545,-89.3019968,10600,12900
228.764053,-89.3019204,10700,12900
228.835556,-89.3018429,10800,12900
228.907054,-89.3017643,10900,12900
228.978546,-89.3016846,11000,12900
229.050033,-89.3016038,11100,12900
229.121515,-89.3015219,11200,12900
229.192991,-89.3014389,11300,12900
229.264461,-89.3013548,11400,12900
229.335924,-89.3012696,11500,12900
229.407381,-89.3011833,11600,12900
229.478831,-89.3010959,11700,12900
229.550274,-89.3010073,11800,12900
229.62171,-89.3009177,11900,12900
229.692425,-89.3008279,11999,12900
221.124255,-89.3047327,0,13000
221.195093,-89.3047713,100,13000
221.265951,-89.3048089,200,13000
221.336826,-89.3048455,300,13000
221.40772,-89.3048809,400,13000
221.478632,-89.3049154,500,13000
221.549561,-89.3049487,600,13000
221.620508,-89.304981,700,13000
221.691472,-89.3050122,800,13000
221.762453,-89.3050424,900,13000
221.833451,-89.3050715,1000,13000
221.904465,-89.3050995,1100,13000
221.975496,-89.3051265,1200,13000
222.046544,-89.3051523,1300,13000
222.117607,-89.3051772,1400,13000
222.188686,-89.3052009,1500,13000
222.25978,-89.3052236,1600,13000
222.33089,-89.3052453,1700,13000
222.402015,-89.3052658,1800,13000
222.473155,-89.3052853,1900,13000
222.54431,-89.3053037,2000,13000
222.615479,-89.305321,2100,13000
222.686663,-89.3053373,2200,13000
222.75786,-89.3053525,2300,13000
222.829072,-89.3053666,2400,13000
222.900297,-89.3053797,2500,13000
222.971535,-89.3053916,2600,13000
223.042787,-89.3054025,2700,13000
223.114052,-89.3054124,2800,13000
223.185329,-89.3054211,2900,13000
223.256619,-89.3054288,3000,13000
223.327921,-89.3054354,3100,13000
223.399236,-89.3054409,3200,13000
223.470562,-89.3054453,3300,13000
223.5419,-89.3054487,3400,13000
223.61325,-89.305451,3500,13000
223.684611,-89.3054522,3600,13000
223.755982,-89.3054523,3700,13000
223.827365,-89.3054514,3800,13000
223.898758,-89.3054493,3900,13000
223.970162,-89.3054462,4000,13000
224.041575,-89.305442,4100,13000
224.112999,-89.3054367,4200,13000
224.184432,-89.3054304,4300,13000
224.255875,-89.3054229,4400,13000
224.327327,-89.3054144,4500,13000
224.398789,-89.3054047,4600,13000
224.470259,-89.305394,4700,13000
224.541737,-89.3053823,4800,13000
224.613224,-89.3053694,4900,13000
224.684719,-89.3053554,5000,13000
224.756222,-89.3053404,5100,13000
224.827733,-89.3053242,5200,13000
224.899252,-89.305307,5300,13000
224.970777,-89.3052887,5400,13000
225.04231,-89.3052693,5500,13000
225.11385,-89.3052488,5600,13000
225.185396,-89.3052273,5700,13000
225.256948,-89.3052046,5800,13000
225.328507,-89.3051808,5900,13000
225.400072,-89.305156,6000,13000
225.471642,-89.3051301,6100,13000
225.543218,-89.305103,6200,13000
225.614799,-89.3050749,6300,13000
225.686385,-89.3050457,6400,13000
225.757977,-89.3050154,6500,13000
225.829572,-89.304984,6600,13000
225.901172,-89.3049516,6700,13000
225.972777,-89.304918,6800,13000
226.044385,-89.3048833,6900,13000
226.115997,-89.3048475,7000,13000
226.187612,-89.3048107,7100,13000
226.259231,-89.3047727,7200,13000
226.330853,-89.3047337,7300,13000
226.402477,-89.3046935,7400,13000
226.474105,-89.3046523,7500,13000
226.545734,-89.30461,7600,13000
226.617366,-89.3045665,7700,13000
226.689,-89.304522,7800,13000
226.760635,-89.3044764,7900,13000
226.832272,-89.3044297,8000,13000
226.90391,-89.3043819,8100,13000
226.975549,-89.3043329,8200,13000
227.047189,-89.3042829,8300,13000
227.11883,-89.3042318,8400,13000
227.190471,-89.3041796,8500,13000
227.262112,-89.3041263,8600,13000
227.333753,-89.3040719,8700,13000
227.405394,-89.3040164,8800,13000
227.477034,-89.3039598,8900,13000
227.548673,-89.3039021,9000,13000
227.620312,-89.3038433,9100,13000
227.691949,-89.3037834,9200,13000
227.763585,-89.3037224,9300,13000
227.835219,-89.3036603,9400,13000
227.906852,-89.3035971,9500,13000
227.978482,-89.3035328,9600,13000
228.05011,-89.3034674,9700,13000
228.121735,-89.3034009,9800,13000
228.193358,-89.3033332,9900,13000
228.264977,-89.3032645,10000,13000
228.336594,-89.3031947,10100,13000
228.408207,-89.3031238,10200,13000
228.479816,-89.3030518,10300,13000
228.551422,-89.3029787,10400,13000
228.623023,-89.3029045,10500,13000
228.69462,-89.3028291,10600,13000
228.766213,-89.3027527,10700,13000
228.8378,-89.3026752,10800,13000
228.909383,-89.3025965,10900,13000
228.98096,-89.3025168,11000,13000
229.052533,-89.302436,11100,13000
229.124099,-89.302354,11200,13000
229.195659,-89.302271,11300,13000
229.267214,-89.3021868,11400,13000
229.338762,-89.3021016,11500,13000
229.410303,-89.3020152,11600,13000
229.481838,-89.3019277,11700,13000
229.553366,-89.3018392,11800,13000
229.624886,-89.3017495,11900,13000
229.695684,-89.3016596,11999,13000
221.117296,-89.3055611,0,13100
221.188219,-89.3055999,100,13100
221.25916,-89.3056376,200,13100
221.33012,-89.3056742,300,13100
221.401098,-89.3057098,400,13100
221.472093,-89.3057443,500,13100
221.543107,-89.3057777,600,13100
221.614138,-89.3058101,700,13100
221.685186,-89.3058414,800,13100
221.756252,-89.3058717,900,13100
221.827334,-89.3059009,1000,13100
221.898433,-89.305929,1100,13100
221.969548,-89.305956,1200,13100
222.04068,-89.305982,1300,13100
222.111828,-89.3060069,1400,13100
222.182992,-89.3060308,1500,13100
222.254171,-89.3060536,1600,13100
222.325365,-89.3060753,1700,13100
222.396575,-89.3060959,1800,13100
222.4678,-89.3061155,1900,13100
222.539039,-89.306134,2000,13100
222.610293,-89.3061514,2100,13100
222.681562,-89.3061677,2200,13100
222.752844,-89.306183,2300,13100
222.824141,-89.3061972,2400,13100
222.895451,-89.3062103,2500,13100
222.966774,-89.3062224,2600,13100
223.038111,-89.3062333,2700,13100
223.109461,-89.3062432,2800,13100
223.180823,-89.306252,2900,13100
223.252198,-89.3062598,3000,13100
223.323586,-89.3062664,3100,13100
223.394986,-89.306272,3200,13100
223.466397,-89.3062765,3300,13100
223.53782,-89.30628,3400,13100
223.609255,-89.3062823,3500,13100
223.680701,-89.3062836,3600,13100
223.752158,-89.3062837,3700,13100
223.823626,-89.3062828,3800,13100
223.895105,-89.3062809,3900,13100
223.966594,-89.3062778,4000,13100
224.038093,-89.3062736,4100,13100
224.109602,-89.3062684,4200,13100
224.181121,-89.3062621,4300,13100
224.252649,-89.3062547,4400,13100
224.324187,-89.3062462,4500,13100
224.395734,-89.3062366,4600,13100
224.467289,-89.306226,4700,13100
224.538853,-89.3062142,4800,13100
224.610426,-89.3062014,4900,13100
224.682007,-89.3061875,5000,13100
224.753595,-89.3061725,5100,13100
224.825192,-89.3061564,5200,13100
224.896796,-89.3061392,5300,13100
224.968407,-89.3061209,5400,13100
225.040026,-89.3061016,5500,13100
225.111651,-89.3060811,5600,13100
225.183283,-89.3060596,5700,13100
225.254921,-89.3060369,5800,13100
225.326565,-89.3060132,5900,13100
225.398216,-89.3059884,6000,13100
225.469872,-89.3059625,6100,13100
225.541533,-89.3059355,6200,13100
225.6132,-89.3059074,6300,13100
225.684872,-89.3058782,6400,13100
225.756549,-89.305848,6500,13100
225.828231,-89.3058166,6600,13100
225.899916,-89.3057841,6700,13100
225.971606,-89.3057506,6800,13100
226.0433,-89.3057159,6900,13100
226.114998,-89.3056802,7000,13100
226.186699,-89.3056433,7100,13100
226.258404,-89.3056054,7200,13100
226.330111,-89.3055663,7300,13100
226.401821,-89.3055262,7400,13100
226.473534,-89.305485,7500,13100
226.54525,-89.3054427,7600,13100
226.616967,-89.3053992,7700,13100
226.688686,-89.3053547,7800,13100
226.760408,-89.3053091,7900,13100
226.83213,-89.3052624,8000,13100
226.903854,-89.3052146,8100,13100
226.975579,-89.3051656,8200,13100
227.047304,-89.3051156,8300,13100
227.119031,-89.3050645,8400,13100
227.190757,-89.3050123,8500,13100
227.262484,-89.304959,8600,13100
227.334211,-89.3049046,8700,13100
227.405937,-89.3048491,8800,13100
227.477663,-89.3047925,8900,13100
227.549388,-89.3047347,9000,13100
227.621112,-89.3046759,9100,13100
227.692834,-89.304616,9200,13100
227.764556,-89.304555,9300,13100
227.836275,-89.3044929,9400,13100
227.907993,-89.3044297,9500,13100
227.979709,-89.3043653,9600,13100
228.051422,-89.3042999,9700,13100
228.123133,-89.3042334,9800,13100
228.194841,-89.3041658,9900,13100
228.266546,-89.304097,10000,13100
228.338248,-89.3040272,10100,13100
228.409946,-89.3039562,10200,13100
228.481641,-89.3038842,10300,13100
228.553331,-89.303811,10400,13100
228.625018,-89.3037368,10500,13100
228.6967,-89.3036614,10600,13100
228.768378,-89.303585,10700,13100
228.84005,-89.3035074,10800,13100
228.911718,-89.3034288,10900,13100
228.983381,-89.303349,11000,13100
229.055038,-89.3032681,11100,13100
229.126689,-89.3031861,11200,13100
229.198335,-89.303103,11300,13100
229.269974,-89.3030188,11400,13100
229.341607,-89.3029335,11500,13100
229.413233,-89.3028471,11600,13100
229.484853,-89.3027596,11700,13100
229.556465,-89.302671,11800,13100
229.62807,-89.3025813,11900,13100
229.698952,-89.3024914,11999,13100
221.110321,-89.3063896,0,13200
221.181328,-89.3064284,100,13200
221.252353,-89.3064662,200,13200
221.323397,-89.306503,300,13200
221.394459,-89.3065386,400,13200
221.465539,-89.3065732,500,13200
221.536637,-89.3066068,600,13200
221.607753,-89.3066393,700,13200
221.678886,-89.3066707,800,13200
221.750036,-89.306701,900,13200
221.821202,-89.3067303,1000,13200
221.892386,-89.3067585,1100,13200
221.963586,-89.3067856,1200,13200
222.034803,-89.3068117,1300,13200
222.106035,-89.3068367,1400,13200
222.177284,-89.3068606,1500,13200
222.248548,-89.3068835,1600,13200
222.319827,-89.3069053,1700,13200
222.391122,-89.306926,1800,13200
222.462431,-89.3069457,1900,13200
222.533756,-89.3069642,2000,13200
222.605095,-89.3069817,2100,13200
222.676449,-89.3069982,2200,13200
222.747816,-89.3070135,2300,13200
222.819198,-89.3070278,2400,13200
222.890593,-89.307041,2500,13200
222.962002,-89.3070531,2600,13200
223.033424,-89.3070641,2700,13200
223.104859,-89.3070741,2800,13200
223.176306,-89.307083,2900,13200
223.247767,-89.3070908,3000,13200
223.31924,-89.3070975,3100,13200
223.390725,-89.3071032,3200,13200
223.462222,-89.3071077,3300,13200
223.533731,-89.3071112,3400,13200
223.605251,-89.3071136,3500,13200
223.676783,-89.3071149,3600,13200
223.748325,-89.3071152,3700,13200
223.819879,-89.3071143,3800,13200
223.891443,-89.3071124,3900,13200
223.963017,-89.3071094,4000,13200
224.034602,-89.3071053,4100,13200
224.106197,-89.3071001,4200,13200
224.177801,-89.3070939,4300,13200
224.249415,-89.3070865,4400,13200
224.321039,-89.3070781,4500,13200
224.392671,-89.3070685,4600,13200
224.464313,-89.3070579,4700,13200
224.535962,-89.3070462,4800,13200
224.607621,-89.3070334,4900,13200
224.679287,-89.3070196,5000,13200
224.750962,-89.3070046,5100,13200
224.822644,-89.3069885,5200,13200
224.894334,-89.3069714,5300,13200
224.966031,-89.3069532,5400,13200
225.037735,-89.3069338,5500,13200
225.109447,-89.3069134,5600,13200
225.181164,-89.3068919,5700,13200
225.252888,-89.3068693,5800,13200
225.324619,-89.3068456,5900,13200
225.396355,-89.3068208,6000,13200
225.468097,-89.306795,6100,13200
225.539845,-89.306768,6200,13200
225.611597,-89.3067399,6300,13200
225.683355,-89.3067108,6400,13200
225.755118,-89.3066805,6500,13200
225.826885,-89.3066491,6600,13200
225.898657,-89.3066167,6700,13200
225.970433,-89.3065832,6800,13200
226.042213,-89.3065485,6900,13200
226.113997,-89.3065128,7000,13200
226.185784,-89.306476,7100,13200
226.257574,-89.306438,7200,13200
226.329368,-89.306399,7300,13200
226.401164,-89.3063589,7400,13200
226.472963,-89.3063177,7500,13200
226.544764,-89.3062754,7600,13200
226.616567,-89.3062319,7700,13200
226.688373,-89.3061874,7800,13200
226.760179,-89.3061418,7900,13200
226.831988,-89.3060951,8000,13200
226.903798,-89.3060473,8100,13200
226.975608,-89.3059984,8200,13200
227.04742,-89.3059484,8300,13200
227.119232,-89.3058972,8400,13200
227.191044,-89.305845,8500,13200
227.262857,-89.3057917,8600,13200
227.334669,-89.3057373,8700,13200
227.406481,-89.3056818,8800,13200
227.478293,-89.3056251,8900,13200
227.550104,-89.3055674,9000,13200
227.621913,-89.3055086,9100,13200
227.693722,-89.3054487,9200,13200
227.765529,-89.3053876,9300,13200
227.837334,-89.3053255,9400,13200
227.909138,-89.3052623,9500,13200
227.980939,-89.3051979,9600,13200
228.052738,-89.3051325,9700,13200
228.124534,-89.3050659,9800,13200
228.196328,-89.3049983,9900,13200
228.268118,-89.3049295,10000,13200
228.339906,-89.3048597,10100,13200
228.411689,-89.3047887,10200,13200
228.483469,-89.3047166,10300,13200
228.555245,-89.3046434,10400,13200
228.627017,-89.3045692,10500,13200
228.698785,-89.3044938,10600,13200
228.770548,-89.3044173,10700,13200
228.842306,-89.3043397,10800,13200
228.914059,-89.304261,10900,13200
228.985807,-89.3041812,11000,13200
229.057549,-89.3041003,11100,13200
229.129286,-89.3040182,11200,13200
229.201016,-89.3039351,11300,13200
229.27274,-89.3038509,11400,13200
229.344458,-89.3037655,11500,13200
229.41617,-89.3036791,11600,13200
229.487874,-89.3035915,11700,13200
229.559572,-89.3035029,11800,13200
229.631262,-89.3034131,11900,13200
229.702228,-89.3033232,11999,13200
221.10333,-89.307218,0,13300
221.174421,-89.307257,100,13300
221.245531,-89.3072949,200,13300
221.316659,-89.3073317,300,13300
221.387805,-89.3073675,400,13300
221.45897,-89.3074022,500,13300
221.530153,-89.3074358,600,13300
221.601353,-89.3074684,700,13300
221.67257,-89.3074999,800,13300
221.743805,-89.3075303,900,13300
221.815056,-89.3075597,1000,13300
221.886325,-89.307588,1100,13300
221.95761,-89.3076152,1200,13300
222.028911,-89.3076414,1300,13300
222.100229,-89.3076665,1400,13300
222.171562,-89.3076905,1500,13300
222.242911,-89.3077134,1600,13300
222.314276,-89.3077353,1700,13300
222.385656,-89.3077561,1800,13300
222.457051,-89.3077758,1900,13300
222.52846,-89.3077945,2000,13300
222.599885,-89.3078121,2100,13300
222.671323,-89.3078286,2200,13300
222.742776,-89.307844,2300,13300
222.814243,-89.3078583,2400,13300
222.885724,-89.3078716,2500,13300
222.957218,-89.3078838,2600,13300
223.028725,-89.3078949,2700,13300
223.100246,-89.3079049,2800,13300
223.171779,-89.3079139,2900,13300
223.243325,-89.3079218,3000,13300
223.314884,-89.3079286,3100,13300
223.386454,-89.3079343,3200,13300
223.458037,-89.3079389,3300,13300
223.529631,-89.3079425,3400,13300
223.601237,-89.3079449,3500,13300
223.672855,-89.3079463,3600,13300
223.744483,-89.3079466,3700,13300
223.816122,-89.3079458,3800,13300
223.887772,-89.3079439,3900,13300
223.959433,-89.307941,4000,13300
224.031103,-89.3079369,4100,13300
224.102784,-89.3079318,4200,13300
224.174474,-89.3079256,4300,13300
224.246174,-89.3079183,4400,13300
224.317883,-89.3079099,4500,13300
224.389602,-89.3079004,4600,13300
224.461329,-89.3078899,4700,13300
224.533065,-89.3078782,4800,13300
224.604809,-89.3078655,4900,13300
224.676562,-89.3078516,5000,13300
224.748322,-89.3078367,5100,13300
224.820091,-89.3078207,5200,13300
224.891867,-89.3078036,5300,13300
224.96365,-89.3077854,5400,13300
225.03544,-89.3077661,5500,13300
225.107237,-89.3077457,5600,13300
225.179041,-89.3077242,5700,13300
225.250851,-89.3077017,5800,13300
225.322668,-89.307678,5900,13300
225.39449,-89.3076532,6000,13300
225.466318,-89.3076274,6100,13300
225.538152,-89.3076005,6200,13300
225.609991,-89.3075724,6300,13300
225.681835,-89.3075433,6400,13300
225.753684,-89.307513,6500,13300
225.825537,-89.3074817,6600,13300
225.897395,-89.3074493,6700,13300
225.969257,-89.3074158,6800,13300
226.041123,-89.3073811,6900,13300
226.112993,-89.3073454,7000,13300
226.184866,-89.3073086,7100,13300
226.256743,-89.3072707,7200,13300
226.328623,-89.3072317,7300,13300
226.400505,-89.3071916,7400,13300
226.47239,-89.3071504,7500,13300
226.544277,-89.3071081,7600,13300
226.616167,-89.3070646,7700,13300
226.688058,-89.3070201,7800,13300
226.759951,-89.3069745,7900,13300
226.831846,-89.3069278,8000,13300
226.903741,-89.30688,8100,13300
226.975638,-89.3068311,8200,13300
227.047536,-89.3067811,8300,13300
227.119434,-89.30673,8400,13300
227.191332,-89.3066777,8500,13300
227.263231,-89.3066244,8600,13300
227.335129,-89.30657,8700,13300
227.407027,-89.3065145,8800,13300
227.478925,-89.3064578,8900,13300
227.550822,-89.3064001,9000,13300
227.622717,-89.3063413,9100,13300
