Longitude,Latitude,Pixel,Scan
222.447663,-89.1995787,900,300
222.509349,-89.1995976,1000,300
222.571047,-89.1996156,1100,300
222.632757,-89.1996326,1200,300
222.694479,-89.1996487,1300,300
222.756213,-89.1996639,1400,300
222.817958,-89.1996782,1500,300
222.879715,-89.1996915,1600,300
222.941484,-89.1997039,1700,300
223.003264,-89.1997153,1800,300
223.065054,-89.1997259,1900,300
223.126856,-89.1997355,2000,300
223.188669,-89.1997441,2100,300
223.250492,-89.1997519,2200,300
223.312326,-89.1997587,2300,300
223.37417,-89.1997645,2400,300
223.436024,-89.1997695,2500,300
223.497889,-89.1997735,2600,300
223.559763,-89.1997765,2700,300
223.621648,-89.1997786,2800,300
223.683542,-89.1997798,2900,300
223.745445,-89.1997801,3000,300
223.807358,-89.1997794,3100,300
223.869281,-89.1997778,3200,300
223.931212,-89.1997752,3300,300
223.993152,-89.1997717,3400,300
224.055102,-89.1997673,3500,300
224.11706,-89.1997619,3600,300
224.179026,-89.1997556,3700,300
224.241001,-89.1997484,3800,300
224.302984,-89.1997402,3900,300
224.364975,-89.1997311,4000,300
224.426975,-89.199721,4100,300
224.488982,-89.19971,4200,300
224.550996,-89.199698,4300,300
224.613019,-89.1996851,4400,300
224.675048,-89.1996713,4500,300
224.737085,-89.1996565,4600,300
224.799129,-89.1996408,4700,300
224.86118,-89.1996241,4800,300
224.923238,-89.1996065,4900,300
224.985303,-89.1995879,5000,300
225.047374,-89.1995684,5100,300
225.109452,-89.199548,5200,300
225.171535,-89.1995266,5300,300
225.233625,-89.1995043,5400,300
225.295721,-89.199481,5500,300
225.357823,-89.1994567,5600,300
225.41993,-89.1994316,5700,300
225.482043,-89.1994054,5800,300
225.544161,-89.1993784,5900,300
225.606284,-89.1993503,6000,300
225.668413,-89.1993214,6100,300
225.730546,-89.1992915,6200,300
225.792685,-89.1992606,6300,300
225.854828,-89.1992288,6400,300
225.916975,-89.199196,6500,300
225.979127,-89.1991623,6600,300
